-4.00225,1.18601,-0.32721,0.04142,0.60495,0.02022,-0.70852,-0.22055
-4.01855,-0.94062,0.24674,-0.36534,0.40812,-1.27554,-0.24478,-0.14097
1.03577,0.04708,-0.97149,0.23880,-0.44785,-0.30531,0.15825,0.26151
1.29786,0.82809,-0.37367,-0.45192,-0.25716,-0.10205,0.19517,-0.02371
1.50529,0.76719,0.43445,-0.60640,0.16010,-0.25891,-0.20060,-0.36000
-3.53900,-1.31192,-0.30669,-0.89765,0.21729,1.29200,-0.00871,0.44613
1.01211,-0.14506,-0.71846,0.11945,-0.67334,-0.23128,-0.48636,0.01683
1.21257,0.72943,-0.64551,0.20828,-0.34158,0.08959,-0.52803,0.24132
1.58098,-0.19039,0.25959,0.04513,0.41277,0.10538,-0.46328,-0.06782
1.54643,0.48560,0.51743,-0.65586,0.19269,-0.41380,0.03672,-0.39180
0.85942,-0.48505,-1.23223,-0.63407,-0.80082,0.50436,-0.22476,-0.44278
1.24085,0.53622,-0.60002,0.23245,-0.31689,0.01677,-0.39781,0.25176
-3.09465,1.26307,0.49882,-1.09141,-1.41483,-0.03447,0.88421,0.64135
-0.79630,-1.38689,2.06447,0.24591,-0.93333,-0.52685,-0.24196,0.67372
1.37625,-1.27463,-0.01324,-0.38032,-0.11886,0.43475,-0.28435,-0.48976
-4.80419,-0.62233,-0.40478,0.63488,0.71890,-0.43464,0.75343,0.07877
-3.82784,0.19725,-0.04556,0.23016,0.44275,-0.01234,-0.44545,-0.14953
1.33292,0.14673,-0.62771,0.47411,0.04531,-0.12481,0.08278,0.58592
-2.28723,0.63547,0.70989,-1.19229,-1.18083,-0.50214,0.80188,0.32867
1.44529,-0.72444,-0.01188,0.16612,0.25079,-0.15139,0.07750,0.10353
1.69371,0.32883,0.43714,-0.60215,0.75538,-0.10732,0.60629,-0.02452
1.60006,-0.34815,0.08457,0.21851,0.60452,-0.08565,0.02329,0.27980
-2.76340,1.74856,0.42013,-0.87669,-1.29587,0.16028,0.51240,0.53850
-2.16922,-0.60020,-0.79886,1.98338,0.01888,-0.07708,1.87627,-1.46045
0.72637,0.19894,1.18859,1.08463,-0.32690,0.42031,-0.25296,-0.55177
1.59420,-0.30184,0.06885,0.21201,0.60757,-0.03439,0.01116,0.27073
1.59217,-0.21429,0.06903,0.23823,0.62634,-0.01489,-0.00623,0.27882
1.36776,0.08616,-0.68947,0.34717,0.16031,0.14774,0.09168,0.59068
0.04016,1.46077,0.22968,1.10181,-0.93194,0.72401,-0.09972,-0.35166
1.54947,-0.48989,0.21092,0.00414,0.27652,-0.13275,-0.39083,-0.09497
-4.84319,-0.62359,-0.42123,0.66640,0.73555,-0.44747,0.79330,0.08968
-3.99380,-1.01918,0.23612,-0.39667,0.43260,-1.27557,-0.25853,-0.17120
1.40757,0.38394,-0.44861,0.52101,0.22096,0.01041,-0.01028,0.68899
-3.80365,0.94271,-0.23142,0.05721,0.54004,0.01707,-0.64915,-0.16615
1.34831,0.89675,-0.47836,-0.23903,0.03345,-0.14536,0.55604,0.36008
0.74005,0.19519,-1.26054,-0.23829,-1.05718,-0.29848,-0.24523,-0.27467
1.40217,0.32758,-0.47648,0.57625,0.22636,0.00988,0.01455,0.70106
0.80176,-0.94697,-1.37284,-0.49255,-0.91145,0.46280,-0.07260,-0.43786
1.70146,0.01089,0.36618,-0.99201,0.75664,0.47357,0.62356,-0.23278
-3.96539,1.18287,-0.34148,-0.00168,0.61292,0.02305,-0.69032,-0.22816
1.58345,-0.06884,0.07217,0.14753,0.60139,0.02838,-0.05774,0.24860
1.63352,0.39258,0.53174,-0.79448,0.45967,0.00239,0.13010,-0.39535
-3.83734,0.97040,-0.24009,-0.01441,0.53764,0.02797,-0.61956,-0.17136
-0.17943,-0.54653,1.73441,0.86512,-0.67345,0.40588,-0.34644,-0.16041
1.41743,0.17774,-0.56972,0.39889,0.28244,0.26676,-0.01149,0.66200
1.59739,0.06650,0.36610,-1.15787,0.37603,0.56722,0.11028,-0.61147
0.99484,-0.73480,-0.75696,-0.27451,-0.73401,-0.42045,-0.12246,-0.40658
1.59759,0.51923,0.37707,-0.44890,0.51441,-0.37955,0.47237,-0.01447
-1.71079,-1.64893,-0.32348,-0.33513,-0.33284,1.61149,0.11084,0.11065
1.59131,-0.09138,0.18953,0.35631,0.56972,-0.25234,-0.00889,0.31250
1.64327,0.08992,0.45761,-1.17333,0.47317,0.61058,0.16537,-0.60644
1.40805,0.30502,-0.47260,0.57796,0.22125,0.00644,0.00234,0.72027
1.23015,-0.03693,-0.86255,0.64739,-0.11723,-0.15842,0.29123,0.46749
0.78189,-0.92468,-0.85900,-0.24593,-1.13438,-1.05926,-0.19039,-0.52465
1.55378,0.43869,0.50502,-0.66053,0.22463,-0.37044,0.11219,-0.39525
1.39499,-0.56700,0.09991,-0.05166,-0.02445,-0.04315,-0.43473,-0.25002
1.37409,-0.06996,-0.69660,0.37865,0.17214,0.11447,0.18384,0.59280
0.67821,0.14949,1.29474,1.06389,-0.28510,0.58516,-0.13960,-0.55087
0.03877,1.45586,0.25410,1.07582,-0.91840,0.72785,-0.06525,-0.36362
-0.91001,-1.42323,2.10787,0.33616,-0.96256,-0.38575,-0.19985,0.69974
1.55833,-0.16404,0.12585,0.39711,0.48730,-0.33574,-0.02139,0.31504
1.47868,0.01640,0.24128,0.07134,0.11179,-0.34443,-0.50002,-0.10708
1.60621,-0.62210,-0.00058,-0.14957,0.63657,0.55307,0.07299,0.06592
-4.06486,-1.48306,-0.42250,-0.94945,0.20540,1.35647,-0.00294,0.48899
-3.79392,0.95327,-0.19722,0.04197,0.49974,0.02771,-0.65498,-0.18058
1.63817,0.34432,0.54256,-0.80636,0.45793,-0.03842,0.16144,-0.39630
1.49926,-0.31301,0.26224,0.07093,0.11903,-0.48583,-0.39187,-0.08633
-2.22824,0.34992,0.59093,0.64714,-0.41416,0.34368,0.03381,-0.03210
1.64581,0.47194,0.48221,-0.46078,0.59903,-0.43560,0.57268,-0.00130
0.90562,-0.15332,0.89647,1.05301,0.13452,0.44846,0.37691,-0.17693
0.77148,-0.81332,-0.97540,-0.13945,-1.14008,-0.89431,-0.21682,-0.39960
